"Factors","p^a >","Smallest q^2ß","Smallest q^2ß <","Largest q^2ß","Largest q^2ß >","Q^2 =1 mod 16","Q^2 =1 mod 32","N >","N=1 mod 12","N=117 mod 468","N=81 mod 324","105 | N","s(n)/n˜"
(5^989)(3^494)(13^494)(17^494)(19^494)(23^494)(29^494)(31^494)(37^494)(41^494),10^691,q1^2ß1,10^236,q9^2ß9,10^796,no,no,10^6420,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^993)(3^496)(13^496)(17^496)(19^496)(23^496)(29^496)(31^496)(37^496)(41^496),10^694,q1^2ß1,10^237,q9^2ß9,10^799,yes,yes,10^6446,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^997)(3^498)(13^498)(17^498)(19^498)(23^498)(29^498)(31^498)(37^498)(41^498),10^696,q1^2ß1,10^238,q9^2ß9,10^803,no,no,10^6472,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1001)(3^500)(13^500)(17^500)(19^500)(23^500)(29^500)(31^500)(37^500)(41^500),10^699,q1^2ß1,10^239,q9^2ß9,10^806,yes,no,10^6498,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1005)(3^502)(13^502)(17^502)(19^502)(23^502)(29^502)(31^502)(37^502)(41^502),10^702,q1^2ß1,10^240,q9^2ß9,10^809,no,no,10^6524,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1009)(3^504)(13^504)(17^504)(19^504)(23^504)(29^504)(31^504)(37^504)(41^504),10^705,q1^2ß1,10^241,q9^2ß9,10^812,yes,yes,10^6550,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1013)(3^506)(13^506)(17^506)(19^506)(23^506)(29^506)(31^506)(37^506)(41^506),10^708,q1^2ß1,10^242,q9^2ß9,10^816,no,no,10^6576,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1017)(3^508)(13^508)(17^508)(19^508)(23^508)(29^508)(31^508)(37^508)(41^508),10^710,q1^2ß1,10^243,q9^2ß9,10^819,yes,no,10^6601,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1021)(3^510)(13^510)(17^510)(19^510)(23^510)(29^510)(31^510)(37^510)(41^510),10^713,q1^2ß1,10^244,q9^2ß9,10^822,no,no,10^6627,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1025)(3^512)(13^512)(17^512)(19^512)(23^512)(29^512)(31^512)(37^512)(41^512),10^716,q1^2ß1,10^245,q9^2ß9,10^825,yes,yes,10^6653,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1029)(3^514)(13^514)(17^514)(19^514)(23^514)(29^514)(31^514)(37^514)(41^514),10^719,q1^2ß1,10^246,q9^2ß9,10^828,no,no,10^6679,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1033)(3^516)(13^516)(17^516)(19^516)(23^516)(29^516)(31^516)(37^516)(41^516),10^722,q1^2ß1,10^247,q9^2ß9,10^832,yes,no,10^6705,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1037)(3^518)(13^518)(17^518)(19^518)(23^518)(29^518)(31^518)(37^518)(41^518),10^724,q1^2ß1,10^248,q9^2ß9,10^835,no,no,10^6731,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1041)(3^520)(13^520)(17^520)(19^520)(23^520)(29^520)(31^520)(37^520)(41^520),10^727,q1^2ß1,10^249,q9^2ß9,10^838,yes,yes,10^6757,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1045)(3^522)(13^522)(17^522)(19^522)(23^522)(29^522)(31^522)(37^522)(41^522),10^730,q1^2ß1,10^250,q9^2ß9,10^841,no,no,10^6783,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1049)(3^524)(13^524)(17^524)(19^524)(23^524)(29^524)(31^524)(37^524)(41^524),10^733,q1^2ß1,10^251,q9^2ß9,10^845,yes,no,10^6809,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1053)(3^526)(13^526)(17^526)(19^526)(23^526)(29^526)(31^526)(37^526)(41^526),10^736,q1^2ß1,10^251,q9^2ß9,10^848,no,no,10^6835,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1057)(3^528)(13^528)(17^528)(19^528)(23^528)(29^528)(31^528)(37^528)(41^528),10^738,q1^2ß1,10^252,q9^2ß9,10^851,yes,yes,10^6861,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1061)(3^530)(13^530)(17^530)(19^530)(23^530)(29^530)(31^530)(37^530)(41^530),10^741,q1^2ß1,10^253,q9^2ß9,10^854,no,no,10^6887,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1065)(3^532)(13^532)(17^532)(19^532)(23^532)(29^532)(31^532)(37^532)(41^532),10^744,q1^2ß1,10^254,q9^2ß9,10^858,yes,no,10^6913,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1069)(3^534)(13^534)(17^534)(19^534)(23^534)(29^534)(31^534)(37^534)(41^534),10^747,q1^2ß1,10^255,q9^2ß9,10^861,no,no,10^6939,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1073)(3^536)(13^536)(17^536)(19^536)(23^536)(29^536)(31^536)(37^536)(41^536),10^749,q1^2ß1,10^256,q9^2ß9,10^864,yes,yes,10^6965,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1077)(3^538)(13^538)(17^538)(19^538)(23^538)(29^538)(31^538)(37^538)(41^538),10^752,q1^2ß1,10^257,q9^2ß9,10^867,no,no,10^6991,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1081)(3^540)(13^540)(17^540)(19^540)(23^540)(29^540)(31^540)(37^540)(41^540),10^755,q1^2ß1,10^258,q9^2ß9,10^870,yes,no,10^7017,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1085)(3^542)(13^542)(17^542)(19^542)(23^542)(29^542)(31^542)(37^542)(41^542),10^758,q1^2ß1,10^259,q9^2ß9,10^874,no,no,10^7043,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1089)(3^544)(13^544)(17^544)(19^544)(23^544)(29^544)(31^544)(37^544)(41^544),10^761,q1^2ß1,10^260,q9^2ß9,10^877,yes,yes,10^7069,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1093)(3^546)(13^546)(17^546)(19^546)(23^546)(29^546)(31^546)(37^546)(41^546),10^763,q1^2ß1,10^261,q9^2ß9,10^880,no,no,10^7095,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1097)(3^548)(13^548)(17^548)(19^548)(23^548)(29^548)(31^548)(37^548)(41^548),10^766,q1^2ß1,10^262,q9^2ß9,10^883,yes,no,10^7121,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1101)(3^550)(13^550)(17^550)(19^550)(23^550)(29^550)(31^550)(37^550)(41^550),10^769,q1^2ß1,10^263,q9^2ß9,10^887,no,no,10^7147,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1105)(3^552)(13^552)(17^552)(19^552)(23^552)(29^552)(31^552)(37^552)(41^552),10^772,q1^2ß1,10^264,q9^2ß9,10^890,yes,yes,10^7173,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1109)(3^554)(13^554)(17^554)(19^554)(23^554)(29^554)(31^554)(37^554)(41^554),10^775,q1^2ß1,10^265,q9^2ß9,10^893,no,no,10^7199,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1113)(3^556)(13^556)(17^556)(19^556)(23^556)(29^556)(31^556)(37^556)(41^556),10^777,q1^2ß1,10^266,q9^2ß9,10^896,yes,no,10^7225,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1117)(3^558)(13^558)(17^558)(19^558)(23^558)(29^558)(31^558)(37^558)(41^558),10^780,q1^2ß1,10^267,q9^2ß9,10^899,no,no,10^7251,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1121)(3^560)(13^560)(17^560)(19^560)(23^560)(29^560)(31^560)(37^560)(41^560),10^783,q1^2ß1,10^268,q9^2ß9,10^903,yes,yes,10^7277,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1125)(3^562)(13^562)(17^562)(19^562)(23^562)(29^562)(31^562)(37^562)(41^562),10^786,q1^2ß1,10^269,q9^2ß9,10^906,no,no,10^7303,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1129)(3^564)(13^564)(17^564)(19^564)(23^564)(29^564)(31^564)(37^564)(41^564),10^789,q1^2ß1,10^270,q9^2ß9,10^909,yes,no,10^7329,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1133)(3^566)(13^566)(17^566)(19^566)(23^566)(29^566)(31^566)(37^566)(41^566),10^791,q1^2ß1,10^271,q9^2ß9,10^912,no,no,10^7355,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1137)(3^568)(13^568)(17^568)(19^568)(23^568)(29^568)(31^568)(37^568)(41^568),10^794,q1^2ß1,10^272,q9^2ß9,10^916,yes,yes,10^7381,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1141)(3^570)(13^570)(17^570)(19^570)(23^570)(29^570)(31^570)(37^570)(41^570),10^797,q1^2ß1,10^272,q9^2ß9,10^919,no,no,10^7407,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1145)(3^572)(13^572)(17^572)(19^572)(23^572)(29^572)(31^572)(37^572)(41^572),10^800,q1^2ß1,10^273,q9^2ß9,10^922,yes,no,10^7433,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1149)(3^574)(13^574)(17^574)(19^574)(23^574)(29^574)(31^574)(37^574)(41^574),10^803,q1^2ß1,10^274,q9^2ß9,10^925,no,no,10^7459,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1153)(3^576)(13^576)(17^576)(19^576)(23^576)(29^576)(31^576)(37^576)(41^576),10^805,q1^2ß1,10^275,q9^2ß9,10^928,yes,yes,10^7485,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1157)(3^578)(13^578)(17^578)(19^578)(23^578)(29^578)(31^578)(37^578)(41^578),10^808,q1^2ß1,10^276,q9^2ß9,10^932,no,no,10^7511,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1161)(3^580)(13^580)(17^580)(19^580)(23^580)(29^580)(31^580)(37^580)(41^580),10^811,q1^2ß1,10^277,q9^2ß9,10^935,yes,no,10^7537,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1165)(3^582)(13^582)(17^582)(19^582)(23^582)(29^582)(31^582)(37^582)(41^582),10^814,q1^2ß1,10^278,q9^2ß9,10^938,no,no,10^7563,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1169)(3^584)(13^584)(17^584)(19^584)(23^584)(29^584)(31^584)(37^584)(41^584),10^817,q1^2ß1,10^279,q9^2ß9,10^941,yes,yes,10^7589,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1173)(3^586)(13^586)(17^586)(19^586)(23^586)(29^586)(31^586)(37^586)(41^586),10^819,q1^2ß1,10^280,q9^2ß9,10^945,no,no,10^7615,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1177)(3^588)(13^588)(17^588)(19^588)(23^588)(29^588)(31^588)(37^588)(41^588),10^822,q1^2ß1,10^281,q9^2ß9,10^948,yes,no,10^7641,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1181)(3^590)(13^590)(17^590)(19^590)(23^590)(29^590)(31^590)(37^590)(41^590),10^825,q1^2ß1,10^282,q9^2ß9,10^951,no,no,10^7667,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1185)(3^592)(13^592)(17^592)(19^592)(23^592)(29^592)(31^592)(37^592)(41^592),10^828,q1^2ß1,10^283,q9^2ß9,10^954,yes,yes,10^7693,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1189)(3^594)(13^594)(17^594)(19^594)(23^594)(29^594)(31^594)(37^594)(41^594),10^831,q1^2ß1,10^284,q9^2ß9,10^957,no,no,10^7719,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1193)(3^596)(13^596)(17^596)(19^596)(23^596)(29^596)(31^596)(37^596)(41^596),10^833,q1^2ß1,10^285,q9^2ß9,10^961,yes,no,10^7745,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1197)(3^598)(13^598)(17^598)(19^598)(23^598)(29^598)(31^598)(37^598)(41^598),10^836,q1^2ß1,10^286,q9^2ß9,10^964,no,no,10^7771,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1201)(3^600)(13^600)(17^600)(19^600)(23^600)(29^600)(31^600)(37^600)(41^600),10^839,q1^2ß1,10^287,q9^2ß9,10^967,yes,yes,10^7797,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1205)(3^602)(13^602)(17^602)(19^602)(23^602)(29^602)(31^602)(37^602)(41^602),10^842,q1^2ß1,10^288,q9^2ß9,10^970,no,no,10^7823,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1209)(3^604)(13^604)(17^604)(19^604)(23^604)(29^604)(31^604)(37^604)(41^604),10^845,q1^2ß1,10^289,q9^2ß9,10^974,yes,no,10^7849,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1213)(3^606)(13^606)(17^606)(19^606)(23^606)(29^606)(31^606)(37^606)(41^606),10^847,q1^2ß1,10^290,q9^2ß9,10^977,no,no,10^7875,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1217)(3^608)(13^608)(17^608)(19^608)(23^608)(29^608)(31^608)(37^608)(41^608),10^850,q1^2ß1,10^291,q9^2ß9,10^980,yes,yes,10^7901,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1221)(3^610)(13^610)(17^610)(19^610)(23^610)(29^610)(31^610)(37^610)(41^610),10^853,q1^2ß1,10^292,q9^2ß9,10^983,no,no,10^7927,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1225)(3^612)(13^612)(17^612)(19^612)(23^612)(29^612)(31^612)(37^612)(41^612),10^856,q1^2ß1,10^292,q9^2ß9,10^987,yes,no,10^7953,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1229)(3^614)(13^614)(17^614)(19^614)(23^614)(29^614)(31^614)(37^614)(41^614),10^859,q1^2ß1,10^293,q9^2ß9,10^990,no,no,10^7979,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1233)(3^616)(13^616)(17^616)(19^616)(23^616)(29^616)(31^616)(37^616)(41^616),10^861,q1^2ß1,10^294,q9^2ß9,10^993,yes,yes,10^8005,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1237)(3^618)(13^618)(17^618)(19^618)(23^618)(29^618)(31^618)(37^618)(41^618),10^864,q1^2ß1,10^295,q9^2ß9,10^996,no,no,10^8031,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1241)(3^620)(13^620)(17^620)(19^620)(23^620)(29^620)(31^620)(37^620)(41^620),10^867,q1^2ß1,10^296,q9^2ß9,10^999,yes,no,10^8057,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1245)(3^622)(13^622)(17^622)(19^622)(23^622)(29^622)(31^622)(37^622)(41^622),10^870,q1^2ß1,10^297,q9^2ß9,10^1003,no,no,10^8083,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1249)(3^624)(13^624)(17^624)(19^624)(23^624)(29^624)(31^624)(37^624)(41^624),10^873,q1^2ß1,10^298,q9^2ß9,10^1006,yes,yes,10^8109,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1253)(3^626)(13^626)(17^626)(19^626)(23^626)(29^626)(31^626)(37^626)(41^626),10^875,q1^2ß1,10^299,q9^2ß9,10^1009,no,no,10^8135,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1257)(3^628)(13^628)(17^628)(19^628)(23^628)(29^628)(31^628)(37^628)(41^628),10^878,q1^2ß1,10^300,q9^2ß9,10^1012,yes,no,10^8161,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1261)(3^630)(13^630)(17^630)(19^630)(23^630)(29^630)(31^630)(37^630)(41^630),10^881,q1^2ß1,10^301,q9^2ß9,10^1016,no,no,10^8187,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1265)(3^632)(13^632)(17^632)(19^632)(23^632)(29^632)(31^632)(37^632)(41^632),10^884,q1^2ß1,10^302,q9^2ß9,10^1019,yes,yes,10^8213,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1269)(3^634)(13^634)(17^634)(19^634)(23^634)(29^634)(31^634)(37^634)(41^634),10^886,q1^2ß1,10^303,q9^2ß9,10^1022,no,no,10^8239,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1273)(3^636)(13^636)(17^636)(19^636)(23^636)(29^636)(31^636)(37^636)(41^636),10^889,q1^2ß1,10^304,q9^2ß9,10^1025,yes,no,10^8265,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1277)(3^638)(13^638)(17^638)(19^638)(23^638)(29^638)(31^638)(37^638)(41^638),10^892,q1^2ß1,10^305,q9^2ß9,10^1028,no,no,10^8291,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1281)(3^640)(13^640)(17^640)(19^640)(23^640)(29^640)(31^640)(37^640)(41^640),10^895,q1^2ß1,10^306,q9^2ß9,10^1032,yes,yes,10^8317,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1285)(3^642)(13^642)(17^642)(19^642)(23^642)(29^642)(31^642)(37^642)(41^642),10^898,q1^2ß1,10^307,q9^2ß9,10^1035,no,no,10^8343,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1289)(3^644)(13^644)(17^644)(19^644)(23^644)(29^644)(31^644)(37^644)(41^644),10^900,q1^2ß1,10^308,q9^2ß9,10^1038,yes,no,10^8369,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1293)(3^646)(13^646)(17^646)(19^646)(23^646)(29^646)(31^646)(37^646)(41^646),10^903,q1^2ß1,10^309,q9^2ß9,10^1041,no,no,10^8395,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1297)(3^648)(13^648)(17^648)(19^648)(23^648)(29^648)(31^648)(37^648)(41^648),10^906,q1^2ß1,10^310,q9^2ß9,10^1045,yes,yes,10^8421,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1301)(3^650)(13^650)(17^650)(19^650)(23^650)(29^650)(31^650)(37^650)(41^650),10^909,q1^2ß1,10^311,q9^2ß9,10^1048,no,no,10^8447,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1305)(3^652)(13^652)(17^652)(19^652)(23^652)(29^652)(31^652)(37^652)(41^652),10^912,q1^2ß1,10^312,q9^2ß9,10^1051,yes,no,10^8473,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1309)(3^654)(13^654)(17^654)(19^654)(23^654)(29^654)(31^654)(37^654)(41^654),10^914,q1^2ß1,10^313,q9^2ß9,10^1054,no,no,10^8499,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1313)(3^656)(13^656)(17^656)(19^656)(23^656)(29^656)(31^656)(37^656)(41^656),10^917,q1^2ß1,10^313,q9^2ß9,10^1057,yes,yes,10^8525,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
